SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000004,2,1,16,1,1,,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,6.229224,5.582675,4.283892,4.283892,6.229224,5.582675,4.283892,4.283892,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.744463,4.687869,4.567251,4.529510,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.769883,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,3.098007,3.098007,3.098007,3.098007,3.098007,3.098007,3.098007,3.098007,3.931579,3.890976,3.779895,3.634952,3.843526,3.843526,3.843526,3.843526,3.843526,3.843526,3.843526,3.843526,3.793607,3.793607,3.793607,3.793607,3.793607,3.793607,3.793607,3.793607,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886,5.115886
C000005,2,2,17,1,1,,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.224778,3.898028,5.694638,5.694638,4.224778,3.898028,5.694638,5.694638,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.290462,4.269856,4.288436,4.383564,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,4.303290,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,4.787890,4.787890,4.787890,4.787890,4.787890,4.787890,4.787890,4.787890,4.861015,4.820412,4.709331,4.564387,7.274423,7.274423,7.274423,7.274423,7.274423,7.274423,7.274423,7.274423,4.863179,4.863179,4.863179,4.863179,4.863179,4.863179,4.863179,4.863179,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740,3.113740
C000006,2,3,18,1,1,,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.273417,4.130091,4.604841,4.604841,5.273417,4.130091,4.604841,4.604841,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.417968,5.353427,5.127815,4.919375,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.442216,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,3.070367,3.070367,3.070367,3.070367,3.070367,3.070367,3.070367,3.070367,3.916377,3.875774,3.764693,3.619750,5.305193,5.305193,5.305193,5.305193,5.305193,5.305193,5.305193,5.305193,4.692969,4.692969,4.692969,4.692969,4.692969,4.692969,4.692969,4.692969,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341,4.846341
C000007,2,4,19,1,1,,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.726142,4.230278,4.839564,4.839564,5.726142,4.230278,4.839564,4.839564,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.925371,5.892143,5.700442,5.444009,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,5.933921,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,5.148038,5.148038,5.148038,5.148038,5.148038,5.148038,5.148038,5.148038,5.059096,5.018493,4.907412,4.762469,6.603320,6.603320,6.603320,6.603320,6.603320,6.603320,6.603320,6.603320,5.003479,5.003479,5.003479,5.003479,5.003479,5.003479,5.003479,5.003479,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945,5.084945
C000008,3,1,20,1,1,,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.839821,4.034136,4.380036,4.380036,4.839821,4.034136,4.380036,4.380036,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.943800,4.879108,4.712927,4.618662,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.971288,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,5.188749,5.188749,5.188749,5.188749,5.188749,5.188749,5.188749,5.188749,5.081487,5.040884,4.929803,4.784860,5.250433,5.250433,5.250433,5.250433,5.250433,5.250433,5.250433,5.250433,5.797194,5.797194,5.797194,5.797194,5.797194,5.797194,5.797194,5.797194,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107,4.117107
C000009,3,2,21,1,1,,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.772180,4.240466,4.863433,4.863433,5.772180,4.240466,4.863433,4.863433,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.977686,5.949563,5.768336,5.514392,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,5.983923,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.718886,4.718886,4.718886,4.718886,4.718886,4.718886,4.718886,4.718886,4.823062,4.782459,4.671378,4.526435,4.753421,4.753421,4.753421,4.753421,4.753421,4.753421,4.753421,4.753421,3.903837,3.903837,3.903837,3.903837,3.903837,3.903837,3.903837,3.903837,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150,4.373150
C000010,3,3,22,1,1,,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,3.019280,3.631253,3.436147,3.436147,3.019280,3.631253,3.436147,3.436147,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,3.072762,3.263557,3.810802,4.213000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,2.994000,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,3.891203,3.891203,3.891203,3.891203,3.891203,3.891203,3.891203,3.891203,4.367837,4.327234,4.216153,4.071209,4.747711,4.747711,4.747711,4.747711,4.747711,4.747711,4.747711,4.747711,5.496827,5.496827,5.496827,5.496827,5.496827,5.496827,5.496827,5.496827,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920,4.742920
C000011,3,4,23,1,1,,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.178600,4.109108,4.555682,4.555682,5.178600,4.109108,4.555682,4.555682,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.313303,5.246345,5.027185,4.840181,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,5.339236,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,5.562665,5.562665,5.562665,5.562665,5.562665,5.562665,5.562665,5.562665,5.287141,5.246538,5.135457,4.990513,4.026295,4.026295,4.026295,4.026295,4.026295,4.026295,4.026295,4.026295,3.396579,3.396579,3.396579,3.396579,3.396579,3.396579,3.396579,3.396579,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361,4.141361
C000012,4,1,10,2,1,,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,5.928707,6.598520,4.944587,4.944587,5.928707,6.598520,4.944587,4.944587,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.156557,6.148584,6.014450,5.783762,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,6.153926,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,4.926363,4.926363,4.926363,4.926363,4.926363,4.926363,4.926363,4.926363,4.937175,4.896572,4.785491,4.640547,3.463780,3.463780,3.463780,3.463780,3.463780,3.463780,3.463780,3.463780,3.648414,3.648414,3.648414,3.648414,3.648414,3.648414,3.648414,3.648414,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150,5.057150
C000013,4,2,11,2,1,,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.517322,6.440133,4.212831,4.212831,4.517322,6.440133,4.212831,4.212831,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.598444,4.550787,4.469991,4.474873,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,4.621022,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,5.435720,5.435720,5.435720,5.435720,5.435720,5.435720,5.435720,5.435720,5.217321,5.176718,5.065637,4.920694,6.225658,6.225658,6.225658,6.225658,6.225658,6.225658,6.225658,6.225658,5.288585,5.288585,5.288585,5.288585,5.288585,5.288585,5.288585,5.288585,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068,4.577068
C000014,4,3,12,2,1,,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.822602,4.030326,4.371109,4.371109,4.822602,4.030326,4.371109,4.371109,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.925204,4.861065,4.698673,4.609555,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,4.952587,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,6.217683,6.217683,6.217683,6.217683,6.217683,6.217683,6.217683,6.217683,5.647401,5.606798,5.495717,5.350773,5.706127,5.706127,5.706127,5.706127,5.706127,5.706127,5.706127,5.706127,5.092055,5.092055,5.092055,5.092055,5.092055,5.092055,5.092055,5.092055,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196,5.873196
C000015,4,4,13,2,1,,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.126586,6.425998,5.997954,5.997954,5.126586,6.425998,5.997954,5.997954,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.256120,5.188416,4.974479,4.800287,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,5.282744,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.314725,4.314725,4.314725,4.314725,4.314725,4.314725,4.314725,4.314725,4.600774,4.560171,4.449090,4.304146,5.280699,5.280699,5.280699,5.280699,5.280699,5.280699,5.280699,5.280699,4.326039,4.326039,4.326039,4.326039,4.326039,4.326039,4.326039,4.326039,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802,3.289802
C000016,5,1,14,2,1,,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.593355,3.758295,5.529605,5.529605,3.593355,3.758295,5.529605,5.529605,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.642503,3.714139,3.993884,4.266026,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,3.617502,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,5.196892,5.196892,5.196892,5.196892,5.196892,5.196892,5.196892,5.196892,5.085966,5.045363,4.934282,4.789338,4.641790,4.641790,4.641790,4.641790,4.641790,4.641790,4.641790,4.641790,3.979143,3.979143,3.979143,3.979143,3.979143,3.979143,3.979143,3.979143,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905,4.557905
C000017,5,2,15,2,1,,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.720575,5.744504,4.318211,4.318211,4.720575,5.744504,4.318211,4.318211,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.815383,4.755362,4.617312,4.559164,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.841776,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,5.753082,5.753082,5.753082,5.753082,5.753082,5.753082,5.753082,5.753082,5.391871,5.351268,5.240187,5.095243,4.739564,4.739564,4.739564,4.739564,4.739564,4.739564,4.739564,4.739564,4.265128,4.265128,4.265128,4.265128,4.265128,4.265128,4.265128,4.265128,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037,5.177037
C000018,5,3,16,2,1,,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.443202,4.167664,4.692869,4.692869,5.443202,4.167664,4.692869,4.692869,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.606767,5.550056,5.323711,5.084810,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,5.626620,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.462784,4.462784,4.462784,4.462784,4.462784,4.462784,4.462784,4.462784,4.682207,4.641604,4.530523,4.385579,4.192919,4.192919,4.192919,4.192919,4.192919,4.192919,4.192919,4.192919,4.602203,4.602203,4.602203,4.602203,4.602203,4.602203,4.602203,4.602203,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974,6.436974
C000019,5,4,17,2,1,,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.061825,5.901455,3.458205,3.458205,3.061825,5.901455,3.458205,3.458205,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.114367,3.295292,3.822220,4.215838,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.040208,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,4.415481,4.415481,4.415481,4.415481,4.415481,4.415481,4.415481,4.415481,4.656190,4.615587,4.504506,4.359562,5.434828,5.434828,5.434828,5.434828,5.434828,5.434828,5.434828,5.434828,5.038714,5.038714,5.038714,5.038714,5.038714,5.038714,5.038714,5.038714,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875,5.454875
