item,source,wafer,group,level,level_ko,intent,expect,unit,lsl,usl,bin,metric,target,actual_metric,threshold,n_dut,fail_count,yield,note
MIX2_WIDE-CLUSTER_L4_039_457,18,19,mixed,4,크게 초과,WIDE_DISTRIBUTION;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX1_CLUSTER_L5_068_486,19,20,mixed,5,심각,CLUSTER_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,80,0.9674,
MIX2_CENTER-WIDE_L2_131,19,20,combo,2,임계값 소폭 초과,CENTER_FAIL;WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CENTER-WIDE_L3_132,19,20,combo,3,초과,CENTER_FAIL;WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CENTER-WIDE_L4_133,19,20,combo,4,크게 초과,CENTER_FAIL;WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SPECTIGHT-EDGE_L1_140,19,20,combo,1,정상범위(미발화),SPEC_TOO_TIGHT;EDGE_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SPECTIGHT-EDGE_L2_141,19,20,combo,2,임계값 소폭 초과,SPEC_TOO_TIGHT;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SPECTIGHT-EDGE_L3_142,19,20,combo,3,초과,SPEC_TOO_TIGHT;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SPECTIGHT-EDGE_L4_143,19,20,combo,4,크게 초과,SPEC_TOO_TIGHT;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SPECTIGHT-EDGE_L5_144,19,20,combo,5,심각,SPEC_TOO_TIGHT;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_WIDE-CLUSTER_L4_060_478,19,20,mixed,4,크게 초과,WIDE_DISTRIBUTION;CLUSTER_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,80,0.9674,
MIX2_CENTER-WIDE_L5_134,20,21,combo,5,심각,CENTER_FAIL;WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CONSTANT-EDGE_L1_165,20,21,combo,1,정상범위(미발화),CONSTANT_VALUE;EDGE_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CONSTANT-EDGE_L2_166,20,21,combo,2,임계값 소폭 초과,CONSTANT_VALUE;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CONSTANT-EDGE_L3_167,20,21,combo,3,초과,CONSTANT_VALUE;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CONSTANT-EDGE_L4_168,20,21,combo,4,크게 초과,CONSTANT_VALUE;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CONSTANT-EDGE_L5_169,20,21,combo,5,심각,CONSTANT_VALUE;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SUBPOP-CENTER_L1_150,20,21,combo,1,정상범위(미발화),SUBPOP_GAP;CENTER_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SUBPOP-CENTER_L2_151,20,21,combo,2,임계값 소폭 초과,SUBPOP_GAP;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SUBPOP-CENTER_L3_152,20,21,combo,3,초과,SUBPOP_GAP;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_WIDE-SEVOUT-EDGE_L1_175,20,21,combo,1,정상범위(미발화),WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_WIDE-SEVOUT-EDGE_L2_176,20,21,combo,2,임계값 소폭 초과,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX1_EDGE_L3_011_429,21,22,mixed,3,초과,EDGE_FAIL,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX2_EDGE-SPECTIGHT_L5_020_438,21,22,mixed,5,심각,EDGE_FAIL;SPEC_TOO_TIGHT,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX2_HEAVYTAIL-EDGE_L4_008_426,21,22,mixed,4,크게 초과,HEAVY_TAIL;EDGE_FAIL,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX2_SUBPOP-CENTER_L4_153,21,22,combo,4,크게 초과,SUBPOP_GAP;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SUBPOP-CENTER_L5_154,21,22,combo,5,심각,SUBPOP_GAP;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SUBPOP-EDGE_L2_005_423,21,22,mixed,2,임계값 소폭 초과,SUBPOP_GAP;EDGE_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX3_HEAVYTAIL-SPECTIGHT-EDGE_L3_036_454,21,22,mixed,3,초과,HEAVY_TAIL;SPEC_TOO_TIGHT;EDGE_FAIL,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX3_SUBPOP-WIDE-CENTER_L1_185,21,22,combo,1,정상범위(미발화),SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_WIDE-SEVOUT-EDGE_L3_177,21,22,combo,3,초과,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_WIDE-SEVOUT-EDGE_L4_178,21,22,combo,4,크게 초과,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_WIDE-SEVOUT-EDGE_L5_179,21,22,combo,5,심각,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX1_CENTER_L3_002_420,22,23,mixed,3,초과,CENTER_FAIL,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX1_EDGE_L2_059_477,22,23,mixed,2,임계값 소폭 초과,EDGE_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX2_EDGE-HEAVYTAIL_L3_055_473,22,23,mixed,3,초과,EDGE_FAIL;HEAVY_TAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX2_EDGE-SEVOUT_L4_048_466,22,23,mixed,4,크게 초과,EDGE_FAIL;SEVERE_OUTLIER,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX2_SPECTIGHT-EDGE_L5_031_449,22,23,mixed,5,심각,SPEC_TOO_TIGHT;EDGE_FAIL,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX3_EDGE-HEAVYTAIL-MEANSHIFT_L5_038_456,22,23,mixed,5,심각,EDGE_FAIL;HEAVY_TAIL;MEAN_SHIFT,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX3_MEANSHIFT-EDGE-SUBPOP_L2_054_472,22,23,mixed,2,임계값 소폭 초과,MEAN_SHIFT;EDGE_FAIL;SUBPOP_GAP,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX3_SPECTIGHT-SEVOUT-EDGE_L4_058_476,22,23,mixed,4,크게 초과,SPEC_TOO_TIGHT;SEVERE_OUTLIER;EDGE_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX3_SUBPOP-WIDE-CENTER_L2_186,22,23,combo,2,임계값 소폭 초과,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_SUBPOP-WIDE-CENTER_L3_187,22,23,combo,3,초과,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_SUBPOP-WIDE-CENTER_L4_188,22,23,combo,4,크게 초과,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX1_CENTER_L2_077_495,23,24,mixed,2,임계값 소폭 초과,CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX1_EDGE_L2_062_480,23,24,mixed,2,임계값 소폭 초과,EDGE_FAIL,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX2_EDGE-HEAVYTAIL_L4_079_497,23,24,mixed,4,크게 초과,EDGE_FAIL;HEAVY_TAIL,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX3_MEANSHIFT-SEVOUT-EDGE_L2_080_498,23,24,mixed,2,임계값 소폭 초과,MEAN_SHIFT;SEVERE_OUTLIER;EDGE_FAIL,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX3_MEANSHIFT-SUBPOP-CENTER_L4_003_421,23,24,mixed,4,크게 초과,MEAN_SHIFT;SUBPOP_GAP;CENTER_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX3_SUBPOP-WIDE-CENTER_L5_189,23,24,combo,5,심각,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_WIDE-MEANSHIFT-EDGE_L4_076_494,23,24,mixed,4,크게 초과,WIDE_DISTRIBUTION;MEAN_SHIFT;EDGE_FAIL,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX1_CENTER_L3_021_439,24,25,mixed,3,초과,CENTER_FAIL,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX2_OUTWARN-CENTER_L3_063_481,24,25,mixed,3,초과,OUTLIER_WARN;CENTER_FAIL,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX3_WIDE-MEANSHIFT-CENTER_L5_016_434,24,25,mixed,5,심각,WIDE_DISTRIBUTION;MEAN_SHIFT;CENTER_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX1_CENTER_L4_035_453,25,26,mixed,4,크게 초과,CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SEVOUT-CENTER_L2_081_499,25,26,mixed,2,임계값 소폭 초과,SEVERE_OUTLIER;CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX3_CENTER-MEANSHIFT-WIDE_L5_018_436,25,26,mixed,5,심각,CENTER_FAIL;MEAN_SHIFT;WIDE_DISTRIBUTION,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX2_CENTER-OUTWARN_L5_025_443,26,27,mixed,5,심각,CENTER_FAIL;OUTLIER_WARN,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX3_OUTWARN-SPECTIGHT-CENTER_L4_053_471,26,27,mixed,4,크게 초과,OUTLIER_WARN;SPEC_TOO_TIGHT;CENTER_FAIL,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX2_CENTER-SEVOUT_L3_066_484,27,28,mixed,3,초과,CENTER_FAIL;SEVERE_OUTLIER,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
MIX2_MEANSHIFT-CENTER_L3_071_489,27,28,mixed,3,초과,MEAN_SHIFT;CENTER_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX3_OUTWARN-SPECTIGHT-CENTER_L3_067_485,27,28,mixed,3,초과,OUTLIER_WARN;SPEC_TOO_TIGHT;CENTER_FAIL,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX3_SEVOUT-CENTER-MEANSHIFT_L4_057_475,27,28,mixed,4,크게 초과,SEVERE_OUTLIER;CENTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX1_CENTER_L3_078_496,28,29,mixed,3,초과,CENTER_FAIL,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX2_CENTER-SUBPOP_L5_069_487,28,29,mixed,5,심각,CENTER_FAIL;SUBPOP_GAP,fire,V,0.5,1.5,8,(조합),,,,2453,60,0.9755,
MIX3_WIDE-CENTER-HEAVYTAIL_L3_073_491,28,29,mixed,3,초과,WIDE_DISTRIBUTION;CENTER_FAIL;HEAVY_TAIL,fire,V,0.5,1.5,4,(조합),,,,2453,60,0.9755,
MIX1_CENTER_L5_070_488,29,30,mixed,5,심각,CENTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CENTER-SUBPOP_L4_075_493,29,30,mixed,4,크게 초과,CENTER_FAIL;SUBPOP_GAP,fire,V,0.5,1.5,3,(조합),,,,2453,60,0.9755,
