SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000004,2,1,16,1,1,,4.287000,4.160004,3.997918,3.961993,4.287000,4.160004,3.997918,3.961993,4.863473,4.544037,4.113192,4.061694,4.863473,4.544037,4.113192,4.061694,3.951051,3.810739,3.728267,3.728267,3.951051,3.810739,3.728267,3.728267,5.068837,5.947010,3.223412,3.223412,5.068837,5.947010,3.223412,3.223412,4.976211,4.726249,4.047444,4.047444,4.976211,4.726249,4.047444,4.047444,6.584187,5.019807,5.011450,5.011450,6.037849,5.898519,5.980246,5.980246,5.038565,4.924914,4.679715,4.683344,4.953122,5.018731,5.197448,5.313641,4.986929,4.715623,4.211825,4.097692,4.986929,4.715623,4.211825,4.097692,5.089224,5.090745,5.105497,5.017221,5.089224,5.090745,5.105497,5.017221,5.121374,5.190119,5.736574,5.739696,4.578584,5.270800,4.578584,5.270800,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.989583,5.989583,4.947917,4.947917,4.914564,5.062212,5.466142,5.993210,4.914564,5.062212,5.466142,5.993210,4.930686,4.971289,5.082370,5.227313,3.383937,3.214636,2.937596,2.376664,3.383937,3.214636,2.937596,2.376664,4.369084,4.619084,5.712566,6.803536,4.369084,4.619084,5.712566,6.803536,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563,5.632563
C000005,2,2,17,1,1,,5.371200,4.990745,4.289887,4.007004,5.371200,4.990745,4.289887,4.007004,6.465322,5.769643,4.823152,4.522050,6.465322,5.769643,4.823152,4.522050,4.761832,4.262948,3.771603,3.771603,4.761832,4.262948,3.771603,3.771603,1.989542,5.606933,4.780233,4.780233,1.989542,5.606933,4.780233,4.780233,7.678021,7.630450,4.350775,4.350775,7.678021,7.630450,4.350775,4.350775,6.225957,5.443877,5.242607,5.242607,6.622606,6.518200,6.345385,6.345385,6.833752,6.981891,7.194361,7.101668,3.178997,3.088282,2.910363,2.813832,6.601799,6.775965,5.040201,4.888445,6.601799,6.775965,5.040201,4.888445,5.015485,5.011642,7.457121,5.017221,5.015485,5.011642,7.457121,5.017221,6.696409,6.356603,5.753809,5.739696,7.071328,6.396085,7.071328,6.396085,3.385417,3.385417,3.645833,3.906250,3.385417,3.385417,3.645833,3.906250,3.385417,3.385417,4.947917,4.947917,4.346824,4.494471,4.898401,5.425470,4.346824,4.494471,4.898401,5.425470,4.618428,4.659031,4.770112,4.915056,4.183167,4.097594,3.957565,3.673415,4.183167,4.097594,3.957565,3.673415,3.923837,4.173837,5.267019,6.353991,3.923837,4.173837,5.267019,6.353991,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885,5.403885
C000006,2,3,18,1,1,,4.692165,4.470451,4.107027,3.978814,4.692165,4.470451,4.107027,3.978814,5.462083,5.002045,4.378503,4.233729,5.462083,5.002045,4.378503,4.233729,4.254039,3.979729,3.744462,3.744462,4.254039,3.979729,3.744462,3.744462,4.486711,5.819924,5.269350,5.269350,4.486711,5.819924,5.269350,5.269350,5.574955,5.195111,4.160799,4.160799,5.574955,5.195111,4.160799,4.160799,5.491352,5.178282,5.097833,5.097833,5.654456,5.611453,5.533685,5.533685,5.686263,5.581368,5.147418,4.744033,4.307697,4.362080,4.585865,4.832636,5.590405,5.190196,4.521389,4.393196,5.590405,5.190196,4.521389,4.393196,5.742925,5.791991,5.984297,5.017221,5.742925,5.791991,5.984297,5.017221,5.808379,5.933216,5.753809,5.739696,4.984784,4.867053,4.984784,4.867053,5.208333,4.687500,4.166667,3.906250,5.208333,4.687500,4.166667,3.906250,6.770833,6.770833,4.947917,4.947917,3.946885,4.094533,4.498463,5.025531,3.946885,4.094533,4.498463,5.025531,4.398462,4.439065,4.550146,4.695090,7.191687,7.421293,7.797011,8.554742,7.191687,7.421293,7.797011,8.554742,6.240154,6.490154,7.584893,8.692667,6.240154,6.490154,7.584893,8.692667,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857,4.294857
C000007,2,4,19,1,1,,3.783966,3.774568,3.862454,3.941110,3.783966,3.774568,3.862454,3.941110,4.120268,3.975397,3.783793,3.848104,4.120268,3.975397,3.783793,3.848104,3.574876,3.600929,3.708161,3.708161,3.574876,3.600929,3.708161,3.708161,5.791575,4.410893,5.923535,5.923535,5.791575,4.410893,5.923535,5.923535,4.232839,4.144132,5.607561,5.607561,4.232839,4.144132,5.607561,5.607561,4.508830,6.027146,6.142321,6.142321,4.359573,4.398694,4.448050,4.448050,4.270848,4.257269,4.409159,4.675701,5.726471,5.740739,5.706127,5.600881,4.237682,4.126417,6.164684,5.971804,4.237682,4.126417,6.164684,5.971804,4.277621,4.220111,5.006365,5.017221,4.277621,4.220111,5.006365,5.017221,4.268422,4.267526,4.425711,4.440064,4.108819,3.986478,4.108819,3.986478,4.947917,4.687500,4.166667,3.906250,4.947917,4.687500,4.166667,3.906250,6.250000,4.947917,6.770833,9.635417,4.248977,4.396624,4.800554,5.327623,4.248977,4.396624,4.800554,5.327623,4.564612,4.605215,4.716296,4.861240,5.596805,5.659327,5.761636,5.967043,5.596805,5.659327,5.761636,5.967043,4.586523,4.836523,5.930151,7.023074,4.586523,4.836523,5.930151,7.023074,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151,7.657151
C000008,3,1,20,1,1,,4.029876,3.962990,3.928676,3.951319,4.029876,3.962990,3.928676,3.951319,4.483587,4.253379,3.944821,3.952518,4.483587,4.253379,3.944821,3.952518,3.758771,3.703495,3.717990,3.717990,3.758771,3.703495,3.717990,3.717990,5.438262,4.269113,3.564238,3.564238,5.438262,4.269113,3.564238,3.564238,4.596239,4.428702,5.741272,5.741272,4.596239,4.428702,5.741272,5.741272,4.774864,6.169284,6.242002,6.242002,6.339181,6.432885,5.794583,5.794583,4.641220,4.565187,4.512951,4.677250,5.352223,5.399938,5.485701,5.489453,4.603954,4.414452,6.158907,5.964642,4.603954,4.414452,6.158907,5.964642,4.674376,4.645723,5.006365,5.017221,4.674376,4.645723,5.006365,5.017221,4.685390,4.718539,5.066531,5.091365,5.474813,5.066870,5.474813,5.066870,4.166667,3.906250,3.906250,3.906250,4.166667,3.906250,3.906250,3.906250,4.947917,4.947917,4.947917,4.947917,7.002717,7.150365,7.554294,8.081363,7.002717,7.150365,7.554294,8.081363,6.079170,6.119773,6.230854,6.375797,4.522353,4.472314,4.390432,4.223745,4.522353,4.472314,4.390432,4.223745,4.527779,4.777779,5.871367,6.963762,4.527779,4.777779,5.871367,6.963762,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778,5.086778
C000009,3,2,21,1,1,,4.236569,4.121363,3.984338,3.959900,4.236569,4.121363,3.984338,3.959900,4.788965,4.487030,4.080168,4.040281,4.788965,4.487030,4.080168,4.040281,3.913339,3.789705,3.726252,3.726252,3.913339,3.789705,3.726252,3.726252,5.141293,3.952429,3.446542,3.446542,5.141293,3.952429,3.446542,3.446542,4.901686,4.667890,6.051984,6.051984,4.901686,4.667890,6.051984,6.051984,6.500012,6.429155,6.470155,6.470155,6.092081,6.252758,5.971534,5.971534,4.959807,4.851109,4.641003,4.681431,5.032034,5.095584,5.259292,5.354177,4.911815,4.656554,4.173294,5.948034,4.911815,4.656554,4.173294,5.948034,5.007859,5.003461,5.006365,5.017221,5.007859,5.003461,5.006365,5.017221,5.035863,5.097626,5.605157,5.638802,3.907333,3.651336,3.907333,3.651336,3.385417,3.385417,3.645833,3.906250,3.385417,3.385417,3.645833,3.906250,4.947917,4.947917,4.947917,4.947917,5.593074,5.740721,6.144651,6.671720,5.593074,5.740721,6.144651,6.671720,5.303866,5.344469,5.455550,5.600493,4.348378,4.280112,4.168406,3.941469,4.348378,4.280112,4.168406,3.941469,5.152374,5.402374,6.496382,7.594387,5.152374,5.402374,6.496382,7.594387,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912,2.956912
C000010,3,3,22,1,1,,4.294740,4.165935,4.000003,3.962315,4.294740,4.165935,4.000003,3.962315,4.874910,4.552788,4.118260,4.064981,4.874910,4.552788,4.118260,4.064981,3.956840,3.813968,3.728577,3.728577,3.956840,3.813968,3.728577,3.728577,5.057715,3.462288,5.555619,5.555619,5.057715,3.462288,5.555619,5.555619,4.987650,4.735206,6.542090,6.542090,4.987650,4.735206,6.542090,6.542090,6.192013,3.258319,3.198722,3.198722,6.062388,5.880065,6.027754,6.027754,5.050689,4.936389,4.685958,4.683685,4.940982,5.006842,5.187707,5.307118,4.998458,4.724690,6.134950,5.948775,4.998458,4.724690,6.134950,5.948775,5.101713,5.104142,5.006365,5.017221,5.101713,5.104142,5.006365,5.017221,5.134499,5.204316,5.753809,5.739696,4.360509,4.748382,4.360509,4.748382,4.427083,4.427083,4.166667,3.906250,4.427083,4.427083,4.166667,3.906250,4.947917,5.729167,4.947917,7.031250,6.220996,6.368644,6.772574,7.299642,6.220996,6.368644,6.772574,7.299642,5.649223,5.689826,5.800907,5.945851,4.454928,4.397825,4.304384,4.114347,4.454928,4.397825,4.304384,4.114347,6.905950,7.155950,8.251137,9.364890,6.905950,7.155950,8.251137,9.364890,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326,5.235326
C000011,3,4,23,1,1,,3.699067,3.709516,3.839591,3.937585,3.699067,3.709516,3.839591,3.937585,3.994834,3.879425,3.728199,3.812055,3.994834,3.879425,3.728199,3.812055,3.511387,3.565519,3.704768,3.704768,3.511387,3.565519,3.704768,3.704768,5.913555,3.721520,5.984689,5.984689,5.913555,3.721520,5.984689,5.984689,4.107377,4.045885,6.302750,6.302750,4.107377,4.045885,6.302750,6.302750,4.416983,3.076787,3.124633,3.124633,4.238526,4.285324,4.346564,4.346564,4.145125,4.158480,4.382306,4.675489,5.854014,5.853277,5.771711,5.630071,4.111228,4.026974,6.267716,6.064676,4.111228,4.026974,6.267716,6.064676,4.140643,4.073170,3.830275,5.017221,4.140643,4.073170,3.830275,5.017221,4.124465,4.111816,4.204470,4.215204,4.679161,4.797862,4.679161,4.797862,3.125000,3.385417,3.645833,3.906250,3.125000,3.385417,3.645833,3.906250,3.125000,2.864583,2.343750,4.947917,8.042823,8.190471,8.594401,9.121469,8.042823,8.190471,8.594401,9.121469,6.651228,6.691831,6.802912,6.947856,6.198512,6.324071,6.529530,6.943315,6.198512,6.324071,6.529530,6.943315,5.580731,5.830731,6.925026,8.026878,5.580731,5.830731,6.925026,8.026878,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575,5.761575
C000012,4,1,10,2,1,,4.982135,4.692633,4.185114,3.990852,4.982135,4.692633,4.185114,3.990852,5.890499,5.329834,4.568383,4.356852,5.890499,5.329834,4.568383,4.356852,4.470883,4.100673,3.756052,3.756052,4.470883,4.100673,3.756052,3.756052,4.070093,5.728970,3.106839,3.106839,4.070093,5.728970,3.106839,3.106839,6.003467,5.530668,4.241925,4.241925,6.003467,5.530668,4.241925,4.241925,5.805052,5.291699,5.159656,5.159656,6.067888,5.998663,5.880307,5.880307,6.166554,6.128615,5.747088,4.990478,3.833039,3.846352,3.991346,4.230663,6.022303,5.529840,4.742939,4.604683,6.022303,5.529840,4.742939,4.604683,6.210768,6.293862,5.006365,5.017221,6.210768,6.293862,5.006365,5.017221,6.300058,6.356603,5.753809,5.739696,4.130465,4.422982,4.130465,4.422982,4.427083,4.166667,4.166667,3.906250,4.427083,4.166667,4.166667,3.906250,5.468750,5.468750,4.947917,4.947917,2.996688,3.144336,3.548266,4.075334,2.996688,3.144336,3.548266,4.075334,3.875854,3.916457,4.027538,4.172481,4.272805,4.196622,4.071960,3.818852,4.272805,4.196622,4.071960,3.818852,3.305210,3.555210,4.647977,5.729393,3.305210,3.555210,4.647977,5.729393,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845,5.032845
C000013,4,2,11,2,1,,3.625919,3.653468,3.819893,3.934549,3.625919,3.653468,3.819893,3.934549,3.886761,3.796736,3.680300,3.780996,3.886761,3.796736,3.680300,3.780996,3.456686,3.535009,3.701844,3.701844,3.456686,3.535009,3.701844,3.701844,6.018652,4.549001,6.037378,6.037378,6.018652,4.549001,6.037378,6.037378,3.999280,3.961237,5.474447,5.474447,3.999280,3.961237,5.474447,5.474447,2.739511,3.620073,3.697096,3.697096,4.134232,4.187645,4.259124,4.259124,4.037674,4.076279,4.362091,4.675369,5.963226,5.948206,5.824383,5.652170,4.002277,3.941294,6.164400,6.037798,4.002277,3.941294,6.164400,6.037798,4.022624,3.946567,5.006365,5.017221,4.022624,3.946567,5.006365,5.017221,4.000433,3.977657,4.013851,4.021467,5.112601,5.556325,5.112601,5.556325,3.645833,3.645833,3.906250,3.906250,3.645833,3.645833,3.906250,3.906250,3.906250,3.906250,3.385417,4.947917,4.806168,4.953816,5.357746,5.884814,4.806168,4.953816,5.357746,5.884814,4.871068,4.911671,5.022752,5.167695,2.507093,2.245932,1.818576,0.953983,2.507093,2.245932,1.818576,0.953983,5.717677,5.967676,7.062064,8.165146,5.717677,5.967676,7.062064,8.165146,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873,4.001873
C000014,4,3,12,2,1,,2.970527,3.151290,3.643399,3.907340,2.970527,3.151290,3.643399,3.907340,2.918454,3.055865,3.251133,3.502714,2.918454,3.055865,3.251133,3.502714,2.966574,3.261652,3.675648,3.675648,2.966574,3.261652,3.675648,3.675648,6.960295,4.276422,4.606272,4.606272,6.960295,4.276422,4.606272,4.606272,3.030755,5.507812,5.771200,5.771200,3.030755,5.507812,5.771200,5.771200,3.628821,3.023835,3.207868,3.207868,3.199792,3.312470,3.475687,3.475687,3.109951,3.446882,4.259695,4.675121,6.914319,6.720590,6.170593,5.766606,3.026098,3.173629,6.202569,6.025717,3.026098,3.173629,6.202569,6.025717,2.965202,5.011642,5.006365,0.010000,2.965202,5.011642,5.006365,0.010000,2.889138,2.775629,2.305952,2.285632,4.986655,3.597070,4.986655,3.597070,4.427083,4.427083,4.166667,3.906250,4.427083,4.427083,4.166667,3.906250,5.468750,5.468750,5.729167,4.947917,6.662782,6.810429,7.214359,7.741428,6.662782,6.810429,7.214359,7.741428,5.892205,5.932808,6.043889,6.188833,4.775896,4.752418,4.714000,4.635118,4.775896,4.752418,4.714000,4.635118,4.999593,5.249593,6.343499,7.440131,4.999593,5.249593,6.343499,7.440131,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595,6.283595
C000015,4,4,13,2,1,,2.548974,2.828286,3.529877,3.889839,2.548974,2.828286,3.529877,3.889839,2.295632,2.579332,2.975090,3.323720,2.295632,2.579332,2.975090,3.323720,2.651331,3.085826,3.658798,3.658798,2.651331,3.085826,3.658798,3.658798,7.565966,6.492169,4.445007,4.445007,7.565966,6.492169,4.445007,4.445007,2.407793,2.714981,3.561191,3.561191,2.407793,2.714981,3.561191,3.561191,4.444976,4.340001,4.640894,4.640894,2.598754,2.749550,2.971774,2.971774,2.545243,3.128240,4.234181,4.675113,7.500768,7.150285,6.307462,5.796318,2.398213,6.741228,6.228239,2.830077,2.398213,6.741228,6.228239,2.830077,2.285061,2.082625,1.335728,5.017221,2.285061,2.082625,1.335728,5.017221,2.174345,2.002476,1.207420,1.169131,6.758427,6.667379,6.758427,6.667379,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.427083,4.947917,4.166667,4.947917,5.341840,5.489488,5.893418,6.420487,5.341840,5.489488,5.893418,6.420487,5.165688,5.206291,5.317372,5.462315,4.329881,4.259678,4.144801,3.911459,4.329881,4.259678,4.144801,3.911459,5.370318,5.620318,6.714472,7.814434,5.370318,5.620318,6.714472,7.814434,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704,5.350704
C000016,5,1,14,2,1,,3.685200,3.698891,3.835857,3.937010,3.685200,3.698891,3.835857,3.937010,3.974347,3.863749,3.719119,3.806168,3.974347,3.863749,3.719119,3.806168,3.501018,3.559735,3.704213,3.704213,3.501018,3.559735,3.704213,3.704213,4.554296,6.135774,5.994677,5.994677,4.554296,6.135774,5.994677,5.994677,5.705219,4.029839,3.879077,3.879077,5.705219,4.029839,3.879077,3.879077,2.692391,4.784421,4.883143,4.883143,4.218755,4.266807,4.329988,4.329988,4.124694,4.142693,4.378278,4.675463,5.874765,5.871416,5.781961,5.634465,4.090574,4.010731,3.752025,3.658775,4.090574,4.010731,3.752025,3.658775,4.118271,4.049170,3.800198,5.017221,4.118271,4.049170,3.800198,5.017221,4.100952,4.086383,4.168335,4.178478,4.308963,3.754821,4.308963,3.754821,3.645833,3.645833,3.906250,3.906250,3.645833,3.645833,3.906250,3.906250,3.906250,3.906250,4.947917,4.947917,4.634770,4.782418,5.186347,5.713416,4.634770,4.782418,5.186347,5.713416,4.776799,4.817402,4.928483,5.073426,3.884331,3.767451,3.576194,3.188553,3.884331,3.767451,3.576194,3.188553,4.118825,4.368825,5.462139,6.550861,4.118825,4.368825,5.462139,6.550861,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981,5.574981
C000017,5,2,15,2,1,,4.332489,4.194859,4.010168,3.963882,4.332489,4.194859,4.010168,3.963882,4.930682,4.595460,4.142979,4.081009,4.930682,4.595460,4.142979,4.081009,3.985069,3.829712,3.730086,3.730086,3.985069,3.829712,3.730086,3.730086,5.003479,5.932741,3.892281,3.892281,5.003479,5.932741,3.892281,3.892281,5.043435,7.076866,4.060171,4.060171,5.043435,7.076866,4.060171,4.060171,5.102242,5.037599,5.021148,5.021148,5.909189,6.119116,5.851247,5.851247,5.109955,4.992910,4.717609,4.685562,4.881674,4.948510,5.139234,5.274098,5.054684,6.706206,4.246581,4.130869,5.054684,6.706206,4.246581,4.130869,5.162618,5.011642,5.204163,5.017221,5.162618,5.011642,5.204163,5.017221,5.198507,5.273550,5.753809,5.739696,4.599322,5.343028,4.599322,5.343028,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.947917,4.427083,4.947917,4.947917,4.291671,4.439318,4.843248,5.370317,4.291671,4.439318,4.843248,5.370317,4.588094,4.628697,4.739778,4.884722,4.597025,4.554808,4.485727,4.344899,4.597025,4.554808,4.485727,4.344899,5.907815,6.157815,7.252330,8.357119,5.907815,6.157815,7.252330,8.357119,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641,2.839641
C000018,5,3,16,2,1,,3.726389,3.730451,3.846949,3.938720,3.726389,3.730451,3.846949,3.938720,4.035201,3.910310,3.746090,3.823656,4.035201,3.910310,3.746090,3.823656,3.531819,3.576914,3.705860,3.705860,3.531819,3.576914,3.705860,3.705860,5.874300,6.122854,4.414029,4.414029,5.874300,6.122854,4.414029,4.414029,4.147753,4.077503,3.890600,3.890600,4.147753,4.077503,3.890600,3.890600,4.446541,4.800532,4.891925,4.891925,4.277481,4.321808,4.379224,4.379224,4.185466,4.189870,4.390527,4.675548,5.813061,5.817339,5.751142,5.621115,4.151924,6.939339,3.783495,3.688815,4.151924,6.939339,3.783495,3.688815,4.184725,4.120459,3.889536,5.017221,4.184725,4.120459,3.889536,5.017221,4.170793,4.161926,4.275670,4.287568,3.896986,3.875175,3.896986,3.875175,4.947917,4.687500,4.166667,3.906250,4.947917,4.687500,4.166667,3.906250,6.510417,6.510417,6.770833,4.947917,3.554608,3.702256,4.106186,4.633254,3.554608,3.702256,4.106186,4.633254,4.182710,4.223313,4.334394,4.479337,5.100049,5.110531,5.127682,5.161058,5.100049,5.110531,5.127682,5.161058,2.651409,2.901409,3.993736,5.069280,2.651409,2.901409,3.993736,5.069280,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225,4.570225
C000019,5,4,17,2,1,,3.291616,3.397317,3.729867,3.920670,3.291616,3.397317,3.729867,3.920670,3.392847,3.418833,3.461390,3.639050,3.392847,3.418833,3.461390,3.639050,3.206690,3.395575,3.688482,3.688482,3.206690,3.395575,3.688482,3.688482,4.756470,4.462714,6.278180,6.278180,4.756470,4.462714,6.278180,6.278180,3.505255,3.574377,5.572848,5.572848,3.505255,3.574377,5.572848,5.572848,5.320960,5.907511,6.112351,6.112351,3.657593,3.741235,3.859508,3.859508,3.556700,3.732577,4.295974,4.675157,6.454458,6.359121,6.025946,5.725440,3.504348,3.549723,3.451309,5.998877,3.504348,3.549723,3.451309,5.998877,3.483254,3.367967,5.006365,5.017221,3.483254,3.367967,5.006365,5.017221,3.433584,3.364526,3.142686,3.136052,6.827960,6.661760,6.827960,6.661760,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.687500,4.687500,4.947917,4.947917,5.465592,5.613240,6.017170,6.544238,5.465592,5.613240,6.017170,6.544238,5.233751,5.274354,5.385435,5.530379,5.052563,5.058070,5.067081,5.084011,5.052563,5.058070,5.067081,5.084011,3.834347,4.084347,5.177469,6.263637,3.834347,4.084347,5.177469,6.263637,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565,5.049565
